[2018-09-09 16:24:16.977] Starting up round ID 2226.
[2018-09-09 16:24:16.977] -------------------------
[2018-09-09 16:29:35.299] ATTACK: TwoTar/(Deeja-Chee) has thrown the folder (Xenobiology Lab (169, 101, 2))
[2018-09-09 17:09:43.144] ATTACK: Floofster/(Wih-Skee) has attacked Bobcat49/(Rose White) with survival knife[DC] (INTENT: HARM) (DAMTYPE: BRUTE) (NEWHP: 62.5)  (Emergency Shelter (74, 41, 5))
[2018-09-09 17:09:44.804] ATTACK: Bobcat49/(Rose White) has fired at [table] with [weakened plasma blast] from Emergency Shelter (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:44.807] ATTACK: Bobcat49/(Rose White) has shot Floofster/(Wih-Skee) with [weakened plasma blast] (NEWHP: 73.7)  (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:44.912] ATTACK: Floofster/(Wih-Skee) has attacked Bobcat49/(Rose White) with survival knife[DC] (INTENT: HARM) (DAMTYPE: BRUTE) (NEWHP: 54.6)  (Emergency Shelter (74, 41, 5))
[2018-09-09 17:09:46.003] ATTACK: Floofster/(Wih-Skee) has attacked Bobcat49/(Rose White) with survival knife[DC] (INTENT: HARM) (DAMTYPE: BRUTE) (NEWHP: 44.1)  (Emergency Shelter (74, 41, 5))
[2018-09-09 17:09:46.104] ATTACK: Bobcat49/(Rose White) has fired at [table] with [weakened plasma blast] from Emergency Shelter (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:46.107] ATTACK: Bobcat49/(Rose White) has shot Floofster/(Wih-Skee) with [weakened plasma blast] (NEWHP: 66.7)  (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:46.772] ATTACK: Floofster/(Wih-Skee) has attacked Bobcat49/(Rose White) with survival knife[DC] (INTENT: HARM) (DAMTYPE: BRUTE) (NEWHP: 33.6)  (Emergency Shelter (74, 41, 5))
[2018-09-09 17:09:47.175] ATTACK: Bobcat49/(Rose White) has fired at [table] with [weakened plasma blast] from Emergency Shelter (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:47.179] ATTACK: Bobcat49/(Rose White) has shot Floofster/(Wih-Skee) with [weakened plasma blast] (NEWHP: 59.7)  (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:48.544] ATTACK: Floofster/(Wih-Skee) has attacked Bobcat49/(Rose White) with survival knife[DC] (INTENT: HARM) (DAMTYPE: BRUTE) (NEWHP: 23.1)  (Emergency Shelter (74, 41, 5))
[2018-09-09 17:09:50.148] ATTACK: [emitter] has shot *no key*/(red adult slime (501)) with [emitter beam] (NEWHP: 200)  (Engineering (116, 57, 2))
[2018-09-09 17:09:50.937] ATTACK: Bobcat49/(Rose White) has shot Floofster/(Wih-Skee) with [weakened kinetic force] (NEWHP: 49.7)  (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:53.475] ATTACK: Bobcat49/(Rose White) has fired at [pod wall] with [weakened plasma blast] from Emergency Shelter (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:53.635] ATTACK: Bobcat49/(Rose White) has shot Floofster/(Wih-Skee) with [weakened plasma blast] (NEWHP: 42.7)  (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:54.752] ATTACK: Bobcat49/(Rose White) has fired at [pod wall] with [weakened plasma blast] from Emergency Shelter (Emergency Shelter (75, 42, 5))
[2018-09-09 17:09:54.755] ATTACK: Bobcat49/(Rose White) has shot Floofster/(Wih-Skee) with [weakened plasma blast] (NEWHP: 35.7)  (Emergency Shelter (75, 42, 5))
[2018-09-09 17:09:55.318] ATTACK: [emitter] has shot *no key*/(red adult slime (501)) with [emitter beam] (NEWHP: 200)  (Engineering (116, 57, 2))
[2018-09-09 17:09:55.700] ATTACK: [emitter] has shot *no key*/(red adult slime (501)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 57, 2))
[2018-09-09 17:09:58.234] ATTACK: Bobcat49/(Rose White) has shot Floofster/(Wih-Skee) with [weakened kinetic force] (NEWHP: 25.7)  (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:58.989] ATTACK: [emitter] has shot *no key*/(red adult slime (501)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 56, 2))
[2018-09-09 17:09:59.638] ATTACK: Bobcat49/(Rose White) has fired at Floofster/(Wih-Skee) with [weakened plasma blast] from Emergency Shelter (NEWHP: 25.7)  (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:59.641] ATTACK: Bobcat49/(Rose White) has shot Floofster/(Wih-Skee) with [weakened plasma blast] (NEWHP: 20.5)  (Emergency Shelter (75, 41, 5))
[2018-09-09 17:10:11.583] ATTACK: [emitter] has shot Catmanpop/(orange adult slime (949)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 56, 2))
[2018-09-09 17:10:11.586] ATTACK: [emitter] has shot Catmanpop/(orange adult slime (949)) with [emitter beam] (NEWHP: 200)  (Engineering (116, 57, 2))
